,article_id,article_name,article_type,create_date,read_num,comment_num,article_url,record_time
2019-06-22,93202159,python克里金插值pykrige,"float-none"">原</span>",2019-06-21 16:16:51,8,0,https://blog.csdn.net/liuchengzimozigreat/article/details/93202159,2019-06-22 21:50:55
